line,epoch,date,time,activity,marker,sleep/wake,intervalstatus,s/wstatus,
42794,44713,12/07/2013,12:36:30,0,0,0,active,nan,
42795,44714,12/07/2013,12:37:00,0,0,0,active,nan,
42796,44715,12/07/2013,12:37:30,0,0,0,active,nan,
42797,44716,12/07/2013,12:38:00,0,0,0,active,nan,
42798,44717,12/07/2013,12:38:30,0,0,0,active,nan,
42799,44718,12/07/2013,12:39:00,0,0,0,active,nan,
42800,44719,12/07/2013,12:39:30,0,0,0,active,nan,
42801,44720,12/07/2013,12:40:00,0,0,0,active,nan,
42802,44721,12/07/2013,12:40:30,0,0,0,active,nan,
42803,44722,12/07/2013,12:41:00,0,0,0,active,nan,
42804,44723,12/07/2013,12:41:30,0,0,0,active,nan,
42805,44724,12/07/2013,12:42:00,0,0,0,active,nan,
42806,44725,12/07/2013,12:42:30,0,0,0,active,nan,
42807,44726,12/07/2013,12:43:00,0,0,0,active,nan,
42808,44727,12/07/2013,12:43:30,0,0,0,active,nan,
42809,44728,12/07/2013,12:44:00,0,0,0,active,nan,
42810,44729,12/07/2013,12:44:30,0,0,0,active,nan,
42811,44730,12/07/2013,12:45:00,0,0,0,active,nan,
42812,44731,12/07/2013,12:45:30,0,0,0,active,nan,
42813,44732,12/07/2013,12:46:00,0,0,0,active,nan,
42814,44733,12/07/2013,12:46:30,0,0,0,active,nan,
42815,44734,12/07/2013,12:47:00,0,0,0,active,nan,
42816,44735,12/07/2013,12:47:30,0,0,0,active,nan,
42817,44736,12/07/2013,12:48:00,0,0,0,active,nan,
42818,44737,12/07/2013,12:48:30,0,0,0,active,nan,
42819,44738,12/07/2013,12:49:00,0,0,0,active,nan,
42820,44739,12/07/2013,12:49:30,0,0,0,active,nan,
42821,44740,12/07/2013,12:50:00,0,0,0,active,nan,
42822,44741,12/07/2013,12:50:30,0,0,0,active,nan,
42823,44742,12/07/2013,12:51:00,0,0,0,active,nan,
42824,44743,12/07/2013,12:51:30,0,0,0,active,nan,
42825,44744,12/07/2013,12:52:00,0,0,0,active,nan,
42826,44745,12/07/2013,12:52:30,0,0,0,active,nan,
42827,44746,12/07/2013,12:53:00,0,0,0,active,nan,
42828,44747,12/07/2013,12:53:30,0,0,0,active,nan,
42829,44748,12/07/2013,12:54:00,0,0,0,active,nan,
42830,44749,12/07/2013,12:54:30,0,0,0,active,nan,
42831,44750,12/07/2013,12:55:00,0,0,0,active,nan,
42832,44751,12/07/2013,12:55:30,0,0,0,active,nan,
42833,44752,12/07/2013,12:56:00,0,0,0,active,nan,
42834,44753,12/07/2013,12:56:30,0,0,0,active,nan,
42835,44754,12/07/2013,12:57:00,0,0,0,active,nan,
42836,44755,12/07/2013,12:57:30,0,0,0,active,nan,
42837,44756,12/07/2013,12:58:00,0,0,0,active,nan,
42838,44757,12/07/2013,12:58:30,0,0,0,active,nan,
42839,44758,12/07/2013,12:59:00,0,0,0,active,nan,
42840,44759,12/07/2013,12:59:30,0,0,0,active,nan,
42841,44760,12/07/2013,13:00:00,0,0,0,active,nan,
42842,44761,12/07/2013,13:00:30,0,0,0,active,nan,
42843,44762,12/07/2013,13:01:00,0,0,0,active,nan,
42844,44763,12/07/2013,13:01:30,51,0,1,active,nan,
42845,44764,12/07/2013,13:02:00,0,0,0,active,nan,
42846,44765,12/07/2013,13:02:30,0,0,0,active,nan,
42847,44766,12/07/2013,13:03:00,0,0,0,active,nan,
42848,44767,12/07/2013,13:03:30,0,0,0,active,nan,
42849,44768,12/07/2013,13:04:00,0,0,1,active,nan,
42850,44769,12/07/2013,13:04:30,0,0,1,active,nan,
42851,44770,12/07/2013,13:05:00,85,0,1,active,nan,
42852,44771,12/07/2013,13:05:30,258,0,1,active,nan,
42853,44772,12/07/2013,13:06:00,335,0,1,active,nan,
42854,44773,12/07/2013,13:06:30,314,0,1,active,nan,
42855,44774,12/07/2013,13:07:00,58,0,1,active,nan,
42856,44775,12/07/2013,13:07:30,56,0,1,active,nan,
42857,44776,12/07/2013,13:08:00,127,0,1,active,nan,
42858,44777,12/07/2013,13:08:30,141,0,1,active,nan,
42859,44778,12/07/2013,13:09:00,407,0,1,active,nan,
42860,44779,12/07/2013,13:09:30,420,0,1,active,nan,
42861,44780,12/07/2013,13:10:00,526,0,1,active,nan,
42862,44781,12/07/2013,13:10:30,358,0,1,active,nan,
42863,44782,12/07/2013,13:11:00,266,0,1,active,nan,
42864,44783,12/07/2013,13:11:30,420,0,1,active,nan,
42865,44784,12/07/2013,13:12:00,543,0,1,active,nan,
42866,44785,12/07/2013,13:12:30,347,0,1,active,nan,
42867,44786,12/07/2013,13:13:00,526,0,1,active,nan,
42868,44787,12/07/2013,13:13:30,347,0,1,active,nan,
42869,44788,12/07/2013,13:14:00,463,0,1,active,nan,
42870,44789,12/07/2013,13:14:30,304,0,1,active,nan,
42871,44790,12/07/2013,13:15:00,394,0,1,active,nan,
42872,44791,12/07/2013,13:15:30,304,0,1,active,nan,
42873,44792,12/07/2013,13:16:00,191,0,1,active,nan,
42874,44793,12/07/2013,13:16:30,106,0,1,active,nan,
42875,44794,12/07/2013,13:17:00,72,0,1,active,nan,
42876,44795,12/07/2013,13:17:30,0,0,1,active,nan,
42877,44796,12/07/2013,13:18:00,19,0,1,active,nan,
42878,44797,12/07/2013,13:18:30,131,0,1,active,nan,
42879,44798,12/07/2013,13:19:00,141,0,1,active,nan,
42880,44799,12/07/2013,13:19:30,36,0,1,active,nan,
42881,44800,12/07/2013,13:20:00,19,0,1,active,nan,
42882,44801,12/07/2013,13:20:30,34,0,1,active,nan,
42883,44802,12/07/2013,13:21:00,1,0,0,active,nan,
42884,44803,12/07/2013,13:21:30,0,0,0,active,nan,
42885,44804,12/07/2013,13:22:00,23,0,1,active,nan,
42886,44805,12/07/2013,13:22:30,8,0,0,active,nan,
42887,44806,12/07/2013,13:23:00,13,0,1,active,nan,
42888,44807,12/07/2013,13:23:30,17,0,1,active,nan,
42889,44808,12/07/2013,13:24:00,26,0,1,active,nan,
42890,44809,12/07/2013,13:24:30,78,0,1,active,nan,
42891,44810,12/07/2013,13:25:00,145,0,1,active,nan,
42892,44811,12/07/2013,13:25:30,141,0,1,active,nan,
42893,44812,12/07/2013,13:26:00,35,0,1,active,nan,
42894,44813,12/07/2013,13:26:30,42,0,1,active,nan,
42895,44814,12/07/2013,13:27:00,219,0,1,active,nan,
42896,44815,12/07/2013,13:27:30,51,0,1,active,nan,
42897,44816,12/07/2013,13:28:00,106,0,1,active,nan,
42898,44817,12/07/2013,13:28:30,29,0,1,active,nan,
42899,44818,12/07/2013,13:29:00,8,0,1,active,nan,
42900,44819,12/07/2013,13:29:30,198,0,1,active,nan,
42901,44820,12/07/2013,13:30:00,10,0,1,active,nan,
42902,44821,12/07/2013,13:30:30,49,0,1,active,nan,
42903,44822,12/07/2013,13:31:00,17,0,1,active,nan,
42904,44823,12/07/2013,13:31:30,49,0,1,active,nan,
42905,44824,12/07/2013,13:32:00,14,0,1,active,nan,
42906,44825,12/07/2013,13:32:30,81,0,1,active,nan,
42907,44826,12/07/2013,13:33:00,28,0,1,active,nan,
42908,44827,12/07/2013,13:33:30,28,0,1,active,nan,
42909,44828,12/07/2013,13:34:00,35,0,1,active,nan,
42910,44829,12/07/2013,13:34:30,31,0,1,active,nan,
42911,44830,12/07/2013,13:35:00,37,0,1,active,nan,
42912,44831,12/07/2013,13:35:30,36,0,1,active,nan,
42913,44832,12/07/2013,13:36:00,44,0,1,active,nan,
42914,44833,12/07/2013,13:36:30,136,0,1,active,nan,
42915,44834,12/07/2013,13:37:00,0,0,1,active,nan,
42916,44835,12/07/2013,13:37:30,44,0,1,active,nan,
42917,44836,12/07/2013,13:38:00,63,0,1,active,nan,
42918,44837,12/07/2013,13:38:30,33,0,1,active,nan,
42919,44838,12/07/2013,13:39:00,67,0,1,active,nan,
42920,44839,12/07/2013,13:39:30,33,0,1,active,nan,
42921,44840,12/07/2013,13:40:00,258,0,1,active,nan,
42922,44841,12/07/2013,13:40:30,198,0,1,active,nan,
42923,44842,12/07/2013,13:41:00,314,0,1,active,nan,
42924,44843,12/07/2013,13:41:30,234,0,1,active,nan,
42925,44844,12/07/2013,13:42:00,179,0,1,active,nan,
42926,44845,12/07/2013,13:42:30,113,0,1,active,nan,
42927,44846,12/07/2013,13:43:00,242,0,1,active,nan,
42928,44847,12/07/2013,13:43:30,796,0,1,active,nan,
42929,44848,12/07/2013,13:44:00,1,0,1,active,nan,
42930,44849,12/07/2013,13:44:30,78,0,1,active,nan,
42931,44850,12/07/2013,13:45:00,106,0,1,active,nan,
42932,44851,12/07/2013,13:45:30,74,0,1,active,nan,
42933,44852,12/07/2013,13:46:00,276,0,1,active,nan,
42934,44853,12/07/2013,13:46:30,258,0,1,active,nan,
42935,44854,12/07/2013,13:47:00,370,0,1,active,nan,
42936,44855,12/07/2013,13:47:30,434,0,1,active,nan,
42937,44856,12/07/2013,13:48:00,370,0,1,active,nan,
42938,44857,12/07/2013,13:48:30,285,0,1,active,nan,
42939,44858,12/07/2013,13:49:00,136,0,1,active,nan,
42940,44859,12/07/2013,13:49:30,407,0,1,active,nan,
42941,44860,12/07/2013,13:50:00,347,0,1,active,nan,
42942,44861,12/07/2013,13:50:30,420,0,1,active,nan,
42943,44862,12/07/2013,13:51:00,226,0,1,active,nan,
42944,44863,12/07/2013,13:51:30,394,0,1,active,nan,
42945,44864,12/07/2013,13:52:00,420,0,1,active,nan,
42946,44865,12/07/2013,13:52:30,314,0,1,active,nan,
42947,44866,12/07/2013,13:53:00,0,0,1,active,nan,
42948,44867,12/07/2013,13:53:30,0,0,1,active,nan,
42949,44868,12/07/2013,13:54:00,0,0,0,active,nan,
42950,44869,12/07/2013,13:54:30,0,0,0,active,nan,
42951,44870,12/07/2013,13:55:00,0,0,0,active,nan,
42952,44871,12/07/2013,13:55:30,0,0,0,active,nan,
42953,44872,12/07/2013,13:56:00,0,0,0,active,nan,
42954,44873,12/07/2013,13:56:30,0,0,0,active,nan,
42955,44874,12/07/2013,13:57:00,0,0,0,active,nan,
42956,44875,12/07/2013,13:57:30,0,0,0,active,nan,
42957,44876,12/07/2013,13:58:00,0,0,0,active,nan,
42958,44877,12/07/2013,13:58:30,0,0,0,active,nan,
42959,44878,12/07/2013,13:59:00,0,0,0,active,nan,
42960,44879,12/07/2013,13:59:30,7,0,0,active,nan,
42961,44880,12/07/2013,14:00:00,0,0,0,active,nan,
42962,44881,12/07/2013,14:00:30,0,0,0,active,nan,
42963,44882,12/07/2013,14:01:00,0,0,0,active,nan,
42964,44883,12/07/2013,14:01:30,0,0,0,active,nan,
42965,44884,12/07/2013,14:02:00,0,0,0,active,nan,
42966,44885,12/07/2013,14:02:30,0,0,0,active,nan,
42967,44886,12/07/2013,14:03:00,0,0,0,active,nan,
42968,44887,12/07/2013,14:03:30,0,0,0,active,nan,
42969,44888,12/07/2013,14:04:00,0,0,0,active,nan,
42970,44889,12/07/2013,14:04:30,0,0,0,active,nan,
42971,44890,12/07/2013,14:05:00,0,0,0,active,nan,
42972,44891,12/07/2013,14:05:30,0,0,0,active,nan,
42973,44892,12/07/2013,14:06:00,0,0,0,active,nan,
42974,44893,12/07/2013,14:06:30,1,0,0,active,nan,
42975,44894,12/07/2013,14:07:00,30,0,1,active,nan,
42976,44895,12/07/2013,14:07:30,0,0,0,active,nan,
42977,44896,12/07/2013,14:08:00,0,0,0,active,nan,
42978,44897,12/07/2013,14:08:30,0,0,0,active,nan,
42979,44898,12/07/2013,14:09:00,0,0,0,active,nan,
42980,44899,12/07/2013,14:09:30,0,0,0,active,nan,
42981,44900,12/07/2013,14:10:00,0,0,0,active,nan,
42982,44901,12/07/2013,14:10:30,0,0,0,active,nan,
42983,44902,12/07/2013,14:11:00,0,0,0,active,nan,
42984,44903,12/07/2013,14:11:30,0,0,0,active,nan,
42985,44904,12/07/2013,14:12:00,0,0,0,active,nan,
42986,44905,12/07/2013,14:12:30,0,0,0,active,nan,
42987,44906,12/07/2013,14:13:00,0,0,0,active,nan,
42988,44907,12/07/2013,14:13:30,0,0,0,active,nan,
42989,44908,12/07/2013,14:14:00,0,0,0,active,nan,
42990,44909,12/07/2013,14:14:30,0,0,0,active,nan,
42991,44910,12/07/2013,14:15:00,0,0,0,active,nan,
42992,44911,12/07/2013,14:15:30,0,0,0,active,nan,
42993,44912,12/07/2013,14:16:00,0,0,0,active,nan,
42994,44913,12/07/2013,14:16:30,0,0,0,active,nan,
42995,44914,12/07/2013,14:17:00,0,0,0,active,nan,
42996,44915,12/07/2013,14:17:30,0,0,0,active,nan,
42997,44916,12/07/2013,14:18:00,0,0,0,active,nan,
42998,44917,12/07/2013,14:18:30,0,0,0,active,nan,
42999,44918,12/07/2013,14:19:00,0,0,0,active,nan,
43000,44919,12/07/2013,14:19:30,0,0,0,active,nan,
43001,44920,12/07/2013,14:20:00,0,0,0,active,nan,
43002,44921,12/07/2013,14:20:30,0,0,0,active,nan,
43003,44922,12/07/2013,14:21:00,0,0,0,active,nan,
43004,44923,12/07/2013,14:21:30,0,0,0,active,nan,
43005,44924,12/07/2013,14:22:00,0,0,0,active,nan,
43006,44925,12/07/2013,14:22:30,0,0,0,active,nan,
43007,44926,12/07/2013,14:23:00,0,0,0,active,nan,
43008,44927,12/07/2013,14:23:30,0,0,0,active,nan,
43009,44928,12/07/2013,14:24:00,0,0,0,active,nan,
43010,44929,12/07/2013,14:24:30,0,0,0,active,nan,
43011,44930,12/07/2013,14:25:00,0,0,0,active,nan,
43012,44931,12/07/2013,14:25:30,0,0,0,active,nan,
43013,44932,12/07/2013,14:26:00,0,0,0,active,nan,
43014,44933,12/07/2013,14:26:30,0,0,0,active,nan,
43015,44934,12/07/2013,14:27:00,0,0,0,active,nan,
43016,44935,12/07/2013,14:27:30,0,0,0,active,nan,
43017,44936,12/07/2013,14:28:00,0,0,0,active,nan,
43018,44937,12/07/2013,14:28:30,0,0,0,active,nan,
43019,44938,12/07/2013,14:29:00,0,0,0,active,nan,
43020,44939,12/07/2013,14:29:30,0,0,0,active,nan,
43021,44940,12/07/2013,14:30:00,0,0,0,active,nan,
43022,44941,12/07/2013,14:30:30,0,0,0,active,nan,
43023,44942,12/07/2013,14:31:00,0,0,0,active,nan,
43024,44943,12/07/2013,14:31:30,0,0,0,active,nan,
43025,44944,12/07/2013,14:32:00,0,0,0,active,nan,
43026,44945,12/07/2013,14:32:30,0,0,0,active,nan,
43027,44946,12/07/2013,14:33:00,0,0,0,active,nan,
43028,44947,12/07/2013,14:33:30,0,0,0,active,nan,
43029,44948,12/07/2013,14:34:00,0,0,0,active,nan,
43030,44949,12/07/2013,14:34:30,0,0,0,active,nan,
43031,44950,12/07/2013,14:35:00,0,0,0,active,nan,
43032,44951,12/07/2013,14:35:30,0,0,0,active,nan,
43033,44952,12/07/2013,14:36:00,0,0,0,active,nan,
43034,44953,12/07/2013,14:36:30,0,0,0,active,nan,
43035,44954,12/07/2013,14:37:00,0,0,0,active,nan,
43036,44955,12/07/2013,14:37:30,0,0,0,active,nan,
43037,44956,12/07/2013,14:38:00,0,0,0,active,nan,
43038,44957,12/07/2013,14:38:30,0,0,0,active,nan,
43039,44958,12/07/2013,14:39:00,0,0,0,active,nan,
43040,44959,12/07/2013,14:39:30,0,0,0,active,nan,
43041,44960,12/07/2013,14:40:00,0,0,0,active,nan,
43042,44961,12/07/2013,14:40:30,0,0,0,active,nan,
43043,44962,12/07/2013,14:41:00,0,0,0,active,nan,
43044,44963,12/07/2013,14:41:30,0,0,0,active,nan,
43045,44964,12/07/2013,14:42:00,0,0,0,active,nan,
43046,44965,12/07/2013,14:42:30,0,0,0,active,nan,
43047,44966,12/07/2013,14:43:00,0,0,0,active,nan,
43048,44967,12/07/2013,14:43:30,0,0,0,active,nan,
43049,44968,12/07/2013,14:44:00,0,0,0,active,nan,
43050,44969,12/07/2013,14:44:30,0,0,0,active,nan,
43051,44970,12/07/2013,14:45:00,0,0,0,active,nan,
43052,44971,12/07/2013,14:45:30,0,0,0,active,nan,
43053,44972,12/07/2013,14:46:00,0,0,0,active,nan,
43054,44973,12/07/2013,14:46:30,40,0,1,active,nan,
43055,44974,12/07/2013,14:47:00,0,0,0,active,nan,
43056,44975,12/07/2013,14:47:30,0,0,0,active,nan,
43057,44976,12/07/2013,14:48:00,0,0,0,active,nan,
43058,44977,12/07/2013,14:48:30,0,0,0,active,nan,
43059,44978,12/07/2013,14:49:00,0,0,0,active,nan,
43060,44979,12/07/2013,14:49:30,0,0,0,active,nan,
43061,44980,12/07/2013,14:50:00,0,0,0,active,nan,
43062,44981,12/07/2013,14:50:30,0,0,0,active,nan,
43063,44982,12/07/2013,14:51:00,0,0,0,active,nan,
43064,44983,12/07/2013,14:51:30,0,0,0,active,nan,
43065,44984,12/07/2013,14:52:00,0,0,0,active,nan,
43066,44985,12/07/2013,14:52:30,0,0,0,active,nan,
43067,44986,12/07/2013,14:53:00,0,0,0,active,nan,
43068,44987,12/07/2013,14:53:30,0,0,1,active,nan,
43069,44988,12/07/2013,14:54:00,0,0,1,active,nan,
43070,44989,12/07/2013,14:54:30,382,0,1,active,nan,
43071,44990,12/07/2013,14:55:00,0,0,1,active,nan,
43072,44991,12/07/2013,14:55:30,0,0,1,active,nan,
43073,44992,12/07/2013,14:56:00,92,0,1,active,nan,
43074,44993,12/07/2013,14:56:30,0,0,0,active,nan,
43075,44994,12/07/2013,14:57:00,0,0,0,active,nan,
43076,44995,12/07/2013,14:57:30,0,0,0,active,nan,
43077,44996,12/07/2013,14:58:00,0,0,0,active,nan,
43078,44997,12/07/2013,14:58:30,0,0,0,active,nan,
43079,44998,12/07/2013,14:59:00,0,0,0,active,nan,
43080,44999,12/07/2013,14:59:30,0,0,0,active,nan,
43081,45000,12/07/2013,15:00:00,0,0,0,active,nan,
43082,45001,12/07/2013,15:00:30,0,0,0,active,nan,
43083,45002,12/07/2013,15:01:00,0,0,0,active,nan,
43084,45003,12/07/2013,15:01:30,0,0,1,active,nan,
43085,45004,12/07/2013,15:02:00,0,0,1,active,nan,
43086,45005,12/07/2013,15:02:30,150,0,1,active,nan,
43087,45006,12/07/2013,15:03:00,113,0,1,active,nan,
43088,45007,12/07/2013,15:03:30,314,0,1,active,nan,
43089,45008,12/07/2013,15:04:00,382,0,1,active,nan,
43090,45009,12/07/2013,15:04:30,463,0,1,active,nan,
43091,45010,12/07/2013,15:05:00,347,0,1,active,nan,
43092,45011,12/07/2013,15:05:30,9,0,1,active,nan,
43093,45012,12/07/2013,15:06:00,22,0,1,active,nan,
43094,45013,12/07/2013,15:06:30,16,0,1,active,nan,
43095,45014,12/07/2013,15:07:00,72,0,1,active,nan,
43096,45015,12/07/2013,15:07:30,131,0,1,active,nan,
43097,45016,12/07/2013,15:08:00,173,0,1,active,nan,
43098,45017,12/07/2013,15:08:30,168,0,1,active,nan,
43099,45018,12/07/2013,15:09:00,31,0,1,active,nan,
43100,45019,12/07/2013,15:09:30,92,0,1,active,nan,
43101,45020,12/07/2013,15:10:00,156,0,1,active,nan,
43102,45021,12/07/2013,15:10:30,226,0,1,active,nan,
43103,45022,12/07/2013,15:11:00,109,0,1,active,nan,
43104,45023,12/07/2013,15:11:30,156,0,1,active,nan,
43105,45024,12/07/2013,15:12:00,156,0,1,active,nan,
43106,45025,12/07/2013,15:12:30,14,0,1,active,nan,
43107,45026,12/07/2013,15:13:00,0,0,1,active,nan,
43108,45027,12/07/2013,15:13:30,0,0,0,active,nan,
43109,45028,12/07/2013,15:14:00,0,0,0,active,nan,
43110,45029,12/07/2013,15:14:30,0,0,0,active,nan,
43111,45030,12/07/2013,15:15:00,0,0,0,active,nan,
43112,45031,12/07/2013,15:15:30,0,0,0,active,nan,
43113,45032,12/07/2013,15:16:00,0,0,0,active,nan,
43114,45033,12/07/2013,15:16:30,0,0,0,active,nan,
43115,45034,12/07/2013,15:17:00,0,0,0,active,nan,
43116,45035,12/07/2013,15:17:30,0,0,0,active,nan,
43117,45036,12/07/2013,15:18:00,0,0,0,active,nan,
43118,45037,12/07/2013,15:18:30,0,0,0,active,nan,
43119,45038,12/07/2013,15:19:00,0,0,0,active,nan,
43120,45039,12/07/2013,15:19:30,0,0,0,active,nan,
43121,45040,12/07/2013,15:20:00,0,0,0,active,nan,
43122,45041,12/07/2013,15:20:30,0,0,0,active,nan,
43123,45042,12/07/2013,15:21:00,0,0,0,active,nan,
43124,45043,12/07/2013,15:21:30,0,0,0,active,nan,
43125,45044,12/07/2013,15:22:00,0,0,0,active,nan,
43126,45045,12/07/2013,15:22:30,0,0,0,active,nan,
43127,45046,12/07/2013,15:23:00,0,0,0,active,nan,
43128,45047,12/07/2013,15:23:30,0,0,0,active,nan,
43129,45048,12/07/2013,15:24:00,0,0,0,active,nan,
43130,45049,12/07/2013,15:24:30,0,0,0,active,nan,
43131,45050,12/07/2013,15:25:00,0,0,0,active,nan,
43132,45051,12/07/2013,15:25:30,0,0,0,active,nan,
43133,45052,12/07/2013,15:26:00,0,0,0,active,nan,
43134,45053,12/07/2013,15:26:30,0,0,0,active,nan,
43135,45054,12/07/2013,15:27:00,0,0,0,active,nan,
43136,45055,12/07/2013,15:27:30,0,0,0,active,nan,
43137,45056,12/07/2013,15:28:00,0,0,0,active,nan,
43138,45057,12/07/2013,15:28:30,0,0,0,active,nan,
43139,45058,12/07/2013,15:29:00,0,0,0,active,nan,
43140,45059,12/07/2013,15:29:30,9,0,0,active,nan,
43141,45060,12/07/2013,15:30:00,0,0,0,active,nan,
43142,45061,12/07/2013,15:30:30,0,0,0,active,nan,
43143,45062,12/07/2013,15:31:00,0,0,0,active,nan,
43144,45063,12/07/2013,15:31:30,0,0,0,active,nan,
43145,45064,12/07/2013,15:32:00,0,0,0,active,nan,
43146,45065,12/07/2013,15:32:30,28,0,1,active,nan,
43147,45066,12/07/2013,15:33:00,5,0,0,active,nan,
43148,45067,12/07/2013,15:33:30,0,0,0,active,nan,
43149,45068,12/07/2013,15:34:00,0,0,0,active,nan,
43150,45069,12/07/2013,15:34:30,0,0,0,active,nan,
43151,45070,12/07/2013,15:35:00,0,0,0,active,nan,
43152,45071,12/07/2013,15:35:30,7,0,0,active,nan,
43153,45072,12/07/2013,15:36:00,0,0,0,active,nan,
43154,45073,12/07/2013,15:36:30,0,0,0,active,nan,
43155,45074,12/07/2013,15:37:00,0,0,0,active,nan,
43156,45075,12/07/2013,15:37:30,0,0,0,active,nan,
43157,45076,12/07/2013,15:38:00,0,0,0,active,nan,
43158,45077,12/07/2013,15:38:30,0,0,0,active,nan,
43159,45078,12/07/2013,15:39:00,0,0,0,active,nan,
43160,45079,12/07/2013,15:39:30,0,0,0,active,nan,
43161,45080,12/07/2013,15:40:00,21,0,1,active,nan,
43162,45081,12/07/2013,15:40:30,0,0,0,active,nan,
43163,45082,12/07/2013,15:41:00,0,0,0,active,nan,
43164,45083,12/07/2013,15:41:30,0,0,0,active,nan,
43165,45084,12/07/2013,15:42:00,0,0,0,active,nan,
43166,45085,12/07/2013,15:42:30,0,0,0,active,nan,
43167,45086,12/07/2013,15:43:00,0,0,0,active,nan,
43168,45087,12/07/2013,15:43:30,0,0,0,active,nan,
43169,45088,12/07/2013,15:44:00,0,0,0,active,nan,
43170,45089,12/07/2013,15:44:30,0,0,0,active,nan,
43171,45090,12/07/2013,15:45:00,0,0,0,active,nan,
43172,45091,12/07/2013,15:45:30,0,0,0,active,nan,
43173,45092,12/07/2013,15:46:00,0,0,0,active,nan,
43174,45093,12/07/2013,15:46:30,0,0,0,active,nan,
43175,45094,12/07/2013,15:47:00,0,0,0,active,nan,
43176,45095,12/07/2013,15:47:30,0,0,0,active,nan,
43177,45096,12/07/2013,15:48:00,0,0,0,active,nan,
43178,45097,12/07/2013,15:48:30,0,0,0,active,nan,
43179,45098,12/07/2013,15:49:00,0,0,0,active,nan,
43180,45099,12/07/2013,15:49:30,0,0,0,active,nan,
43181,45100,12/07/2013,15:50:00,0,0,0,active,nan,
43182,45101,12/07/2013,15:50:30,0,0,0,active,nan,
43183,45102,12/07/2013,15:51:00,0,0,0,active,nan,
43184,45103,12/07/2013,15:51:30,0,0,0,active,nan,
43185,45104,12/07/2013,15:52:00,0,0,0,active,nan,
43186,45105,12/07/2013,15:52:30,0,0,0,active,nan,
43187,45106,12/07/2013,15:53:00,0,0,0,active,nan,
43188,45107,12/07/2013,15:53:30,0,0,0,active,nan,
43189,45108,12/07/2013,15:54:00,0,0,0,active,nan,
43190,45109,12/07/2013,15:54:30,0,0,0,active,nan,
43191,45110,12/07/2013,15:55:00,0,0,0,active,nan,
43192,45111,12/07/2013,15:55:30,0,0,0,active,nan,
43193,45112,12/07/2013,15:56:00,127,0,1,active,nan,
43194,45113,12/07/2013,15:56:30,0,0,0,active,nan,
43195,45114,12/07/2013,15:57:00,0,0,0,active,nan,
43196,45115,12/07/2013,15:57:30,0,0,0,active,nan,
43197,45116,12/07/2013,15:58:00,0,0,0,active,nan,
43198,45117,12/07/2013,15:58:30,0,0,0,active,nan,
43199,45118,12/07/2013,15:59:00,3,0,0,active,nan,
43200,45119,12/07/2013,15:59:30,81,0,1,active,nan,
43201,45120,12/07/2013,16:00:00,6,0,1,active,nan,
43202,45121,12/07/2013,16:00:30,61,0,1,active,nan,
43203,45122,12/07/2013,16:01:00,40,0,1,active,nan,
43204,45123,12/07/2013,16:01:30,42,0,1,active,nan,
43205,45124,12/07/2013,16:02:00,49,0,1,active,nan,
43206,45125,12/07/2013,16:02:30,136,0,1,active,nan,
43207,45126,12/07/2013,16:03:00,81,0,1,active,nan,
43208,45127,12/07/2013,16:03:30,95,0,1,active,nan,
43209,45128,12/07/2013,16:04:00,74,0,1,active,nan,
43210,45129,12/07/2013,16:04:30,14,0,1,active,nan,
43211,45130,12/07/2013,16:05:00,1,0,0,active,nan,
43212,45131,12/07/2013,16:05:30,16,0,1,active,nan,
43213,45132,12/07/2013,16:06:00,16,0,1,active,nan,
43214,45133,12/07/2013,16:06:30,92,0,1,active,nan,
43215,45134,12/07/2013,16:07:00,26,0,1,active,nan,
43216,45135,12/07/2013,16:07:30,81,0,1,active,nan,
43217,45136,12/07/2013,16:08:00,136,0,1,active,nan,
43218,45137,12/07/2013,16:08:30,118,0,1,active,nan,
43219,45138,12/07/2013,16:09:00,162,0,1,active,nan,
43220,45139,12/07/2013,16:09:30,81,0,1,active,nan,
43221,45140,12/07/2013,16:10:00,92,0,1,active,nan,
43222,45141,12/07/2013,16:10:30,127,0,1,active,nan,
43223,45142,12/07/2013,16:11:00,168,0,1,active,nan,
43224,45143,12/07/2013,16:11:30,19,0,1,active,nan,
43225,45144,12/07/2013,16:12:00,1,0,1,active,nan,
43226,45145,12/07/2013,16:12:30,63,0,1,active,nan,
43227,45146,12/07/2013,16:13:00,29,0,1,active,nan,
43228,45147,12/07/2013,16:13:30,136,0,1,active,nan,
43229,45148,12/07/2013,16:14:00,106,0,1,active,nan,
43230,45149,12/07/2013,16:14:30,23,0,1,active,nan,
43231,45150,12/07/2013,16:15:00,99,0,1,active,nan,
43232,45151,12/07/2013,16:15:30,109,0,1,active,nan,
43233,45152,12/07/2013,16:16:00,61,0,1,active,nan,
43234,45153,12/07/2013,16:16:30,49,0,1,active,nan,
43235,45154,12/07/2013,16:17:00,78,0,1,active,nan,
43236,45155,12/07/2013,16:17:30,99,0,1,active,nan,
43237,45156,12/07/2013,16:18:00,162,0,1,active,nan,
43238,45157,12/07/2013,16:18:30,74,0,1,active,nan,
43239,45158,12/07/2013,16:19:00,1,0,1,active,nan,
43240,45159,12/07/2013,16:19:30,2,0,1,active,nan,
43241,45160,12/07/2013,16:20:00,5,0,1,active,nan,
43242,45161,12/07/2013,16:20:30,88,0,1,active,nan,
43243,45162,12/07/2013,16:21:00,168,0,1,active,nan,
