Colour,Lower Bound of Range,Upper Bound of Range,Spike Size,Occurences
White,1,0,0,19,1
White,1,0,0,20,1
White,1,0,0,21,1
White,1,0,0,22,1
White,1,0,0,23,1
White,1,0,0,24,1
White,1,0,0,25,1
White,1,0,0,26,1
White,1,0,0,27,2
White,1,0,0,28,1
White,1,0,0,29,1
White,1,0,0,30,1
White,1,0,0,31,1
White,1,0,0,32,1
White,1,0,0,33,1
White,1,0,0,34,1
White,1,0,0,35,1
White,1,0,0,36,1
White,1,0,0,37,2
White,1,0,0,38,1
White,1,0,0,39,7
White,1,0,0,40,4
White,1,0,0,41,4
White,1,0,0,42,3
White,1,0,0,43,1
White,1,0,0,44,4
White,1,0,0,45,1
White,1,0,0,46,1
White,1,0,0,47,2
White,1,0,0,48,1
White,1,0,0,49,4
White,1,0,0,50,1
White,1,0,0,51,1
White,1,0,0,52,1
White,1,0,0,53,1
White,1,0,0,54,11
White,1,0,0,55,13
White,1,0,0,56,29
White,1,0,0,57,13
White,1,0,0,58,17
White,1,0,0,59,0
White,1,0,0,0,96
White,1,0,0,1,3
White,1,0,0,2,0
White,1,0,0,3,2
White,1,0,0,4,0
White,1,0,0,5,1
White,1,0,0,6,0
White,1,0,0,7,0
White,1,0,0,8,0
White,1,0,0,9,0
White,1,0,0,10,0
White,1,0,0,11,0
White,1,0,0,12,0
White,1,0,0,13,0
White,1,0,0,14,0
White,1,0,0,15,0
White,1,0,0,16,0
White,1,0,0,17,2
White,1,0,0,18,1
White,1,0,0,19,0
White,1,0,0,20,0
White,1,0,0,21,0
White,1,0,0,22,0
White,1,0,0,23,0
White,1,0,0,24,7
White,1,0,0,25,2
White,1,0,0,26,4
White,1,0,0,27,1
White,1,0,0,28,3
White,1,0,0,29,1
White,1,0,0,30,1
White,1,0,0,31,1
White,1,0,0,32,1
White,1,0,0,33,1
White,1,0,0,34,1
White,1,0,0,35,13
White,1,0,0,36,1
White,1,0,0,37,1
White,1,0,0,38,1
White,1,0,0,39,1
White,1,0,0,40,2
White,1,0,0,41,1
White,1,0,0,42,1
White,1,0,0,43,1
White,1,0,0,44,1
White,1,0,0,45,2
White,1,0,0,46,1
White,1,0,0,47,7
White,1,0,0,48,2
White,1,0,0,49,1
White,1,0,0,50,1
White,1,0,0,51,3
White,1,0,0,52,16
White,1,0,0,53,44
White,1,0,0,54,46
White,1,0,0,55,103
White,1,0,0,56,72
White,1,0,0,57,61
White,1,0,0,58,58
White,1,0,0,59,4
White,1,0,0,0,47
White,1,0,0,1,2
White,1,0,0,2,1
White,1,0,0,3,7
White,1,0,0,4,29
White,1,0,0,5,7
White,1,0,0,6,0
White,1,0,0,7,1
White,1,0,0,8,0
White,1,0,0,9,0
White,1,0,0,10,1
White,1,0,0,11,1
White,1,0,0,12,1
White,1,0,0,13,1
White,1,0,0,14,1
White,1,0,0,15,1
White,1,0,0,16,2
White,1,0,0,17,7
White,1,0,0,18,7
White,1,0,0,19,6
White,1,0,0,20,2
White,1,0,0,21,3
White,1,0,0,22,5
White,1,0,0,23,8
White,1,0,0,24,15
White,1,0,0,25,9
White,1,0,0,26,8
White,1,0,0,27,5
White,1,0,0,28,5
White,1,0,0,29,4
White,1,0,0,30,4
White,1,0,0,31,0
White,1,0,0,32,1
White,1,0,0,33,0
White,1,0,0,34,1
White,1,0,0,35,3
White,1,0,0,36,0
White,1,0,0,37,0
White,1,0,0,38,0
White,1,0,0,39,0
White,1,0,0,40,0
White,1,0,0,41,0
White,1,0,0,42,0
White,1,0,0,43,0
White,1,0,0,44,0
White,1,0,0,45,0
White,1,0,0,46,0
White,1,0,0,47,13
White,1,0,0,48,10
White,1,0,0,49,31
White,1,0,0,50,31
White,1,0,0,51,46
White,1,0,0,52,63
White,1,0,0,53,23
White,1,0,0,54,60
White,1,0,0,55,36
White,1,0,0,56,28
White,1,0,0,57,8
White,1,0,0,58,12
White,1,0,0,59,13
White,1,0,0,60,3
White,1,0,0,0,6
White,1,0,0,1,2
White,1,0,0,2,11
White,1,0,0,3,7
White,1,0,0,4,1
White,1,0,0,5,1
White,1,0,0,6,1
White,1,0,0,7,2
White,1,0,0,8,2
White,1,0,0,9,3
White,1,0,0,10,2
White,1,0,0,11,2
White,1,0,0,12,3
White,1,0,0,13,2
White,1,0,0,14,7
White,1,0,0,15,7
White,1,0,0,16,6
White,1,0,0,17,3
White,1,0,0,18,2
White,1,0,0,19,3
White,1,0,0,20,12
White,1,0,0,21,12
White,1,0,0,22,2
White,1,0,0,23,8
White,1,0,0,24,3
White,1,0,0,25,6
White,1,0,0,26,19
White,1,0,0,27,4
White,1,0,0,28,8
White,1,0,0,29,2
White,1,0,0,30,8
White,1,0,0,31,9
White,1,0,0,32,2
White,1,0,0,33,4
White,1,0,0,34,2
White,1,0,0,35,2
White,1,0,0,36,7
White,1,0,0,37,2
White,1,0,0,38,2
White,1,0,0,39,2
White,1,0,0,40,2
White,1,0,0,41,7
White,1,0,0,42,2
White,1,0,0,43,3
White,1,0,0,44,1
White,1,0,0,45,1
White,1,0,0,46,6
White,1,0,0,47,20
White,1,0,0,48,19
White,1,0,0,49,39
White,1,0,0,50,46
White,1,0,0,51,73
White,1,0,0,52,45
White,1,0,0,53,27
White,1,0,0,54,41
White,1,0,0,55,34
White,1,0,0,56,17
White,1,0,0,57,0
White,1,0,0,58,0
White,1,0,0,59,0
White,1,0,0,0,227
White,1,0,0,1,4
White,1,0,0,2,2
White,1,0,0,3,2
White,1,0,0,4,3
White,1,0,0,5,2
White,1,0,0,6,10
White,1,0,0,7,2
White,1,0,0,8,3
White,1,0,0,9,15
White,1,0,0,10,2
White,1,0,0,11,5
White,1,0,0,12,1
White,1,0,0,13,3
White,1,0,0,14,1
White,1,0,0,15,1
White,1,0,0,16,1
White,1,0,0,17,1
White,1,0,0,18,1
White,1,0,0,19,1
White,1,0,0,20,1
White,1,0,0,21,1
White,1,0,0,22,2
White,1,0,0,23,1
White,1,0,0,24,1
White,1,0,0,25,1
White,1,0,0,26,2
White,1,0,0,27,1
White,1,0,0,28,1
White,1,0,0,29,1
White,1,0,0,30,1
White,1,0,0,31,1
White,1,0,0,32,1
White,1,0,0,33,1
White,1,0,0,34,1
White,1,0,0,35,1
White,1,0,0,36,1
White,1,0,0,37,1
White,1,0,0,38,1
White,1,0,0,39,1
White,1,0,0,40,1
White,1,0,0,41,3
White,1,0,0,42,15
White,1,0,0,43,14
White,1,0,0,44,9
White,1,0,0,45,7
White,1,0,0,46,7
White,1,0,0,47,5
White,1,0,0,48,8
White,1,0,0,49,18
White,1,0,0,50,17
White,1,0,0,51,5
White,1,0,0,52,15
White,1,0,0,53,35
White,1,0,0,54,18
White,1,0,0,55,14
White,1,0,0,56,51
White,1,0,0,57,20
White,1,0,0,58,1
White,1,0,0,59,0
White,1,0,0,0,0
White,1,0,0,1,0
White,1,0,0,2,0
White,1,0,0,3,0
White,1,0,0,4,7
White,1,0,0,5,0
White,1,0,0,6,0
White,1,0,0,7,0
White,1,0,0,8,0
White,1,0,0,9,2
White,1,0,0,10,1
White,1,0,0,11,16
White,1,0,0,12,0
White,1,0,0,13,0
White,1,0,0,14,0
White,1,0,0,15,0
White,1,0,0,16,0
White,1,0,0,17,0
White,1,0,0,18,0
White,1,0,0,19,0
White,1,0,0,20,0
White,1,0,0,21,0
White,1,0,0,22,0
White,1,0,0,23,0
White,1,0,0,24,0
White,1,0,0,25,0
White,1,0,0,26,0
White,1,0,0,27,0
White,1,0,0,28,0
White,1,0,0,29,0
White,1,0,0,30,0
White,1,0,0,31,0
White,1,0,0,32,0
White,1,0,0,33,0
White,1,0,0,34,0
White,1,0,0,35,0
White,1,0,0,36,0
White,1,0,0,37,0
White,1,0,0,38,0
White,1,0,0,39,0
White,1,0,0,40,3
White,1,0,0,41,4
White,1,0,0,42,12
White,1,0,0,43,27
White,1,0,0,44,12
White,1,0,0,45,10
White,1,0,0,46,37
White,1,0,0,47,31
White,1,0,0,48,25
White,1,0,0,49,22
White,1,0,0,50,35
White,1,0,0,51,55
White,1,0,0,52,57
White,1,0,0,53,78
White,1,0,0,54,45
White,1,0,0,55,28
White,1,0,0,56,32
White,1,0,0,57,16
White,1,0,0,58,8
White,1,0,0,59,8
White,1,0,0,0,41
White,1,0,0,1,6
White,1,0,0,2,10
White,1,0,0,3,2
White,1,0,0,4,6
White,1,0,0,5,1
White,1,0,0,6,4
White,1,0,0,7,1
White,1,0,0,8,1
White,1,0,0,9,1
White,1,0,0,10,1
White,1,0,0,11,1
White,1,0,0,12,1
White,1,0,0,13,0
White,1,0,0,14,1
White,1,0,0,15,1
White,1,0,0,16,1
White,1,0,0,17,1
White,1,0,0,18,1
White,1,0,0,19,1
White,1,0,0,20,1
White,1,0,0,21,1
White,1,0,0,22,1
White,1,0,0,23,1
White,1,0,0,24,1
White,1,0,0,25,1
White,1,0,0,26,1
White,1,0,0,27,1
White,1,0,0,28,1
White,1,0,0,29,2
White,1,0,0,30,1
White,1,0,0,31,1
White,1,0,0,32,1
White,1,0,0,33,2
White,1,0,0,34,1
White,1,0,0,35,1
White,1,0,0,36,1
White,1,0,0,37,1
White,1,0,0,38,5
White,1,0,0,39,1
White,1,0,0,40,2
White,1,0,0,41,1
White,1,0,0,42,1
White,1,0,0,43,1
White,1,0,0,44,1
White,1,0,0,45,1
White,1,0,0,46,1
White,1,0,0,47,7
White,1,0,0,48,4
White,1,0,0,49,10
White,1,0,0,50,15
White,1,0,0,51,30
White,1,0,0,52,52
White,1,0,0,53,32
White,1,0,0,54,29
White,1,0,0,55,33
White,1,0,0,56,78
White,1,0,0,57,111
White,1,0,0,58,39
White,1,0,0,59,10
White,1,0,0,60,6
White,1,0,0,0,17
White,1,0,0,1,23
White,1,0,0,2,6
White,1,0,0,3,15
White,1,0,0,4,7
White,1,0,0,5,6
White,1,0,0,6,3
White,1,0,0,7,1
White,1,0,0,8,3
White,1,0,0,9,2
White,1,0,0,10,2
White,1,0,0,11,7
White,1,0,0,12,3
White,1,0,0,13,2
White,1,0,0,14,9
White,1,0,0,15,2
White,1,0,0,16,2
White,1,0,0,17,2
White,1,0,0,18,4
White,1,0,0,19,2
White,1,0,0,20,2
White,1,0,0,21,3
White,1,0,0,22,1
White,1,0,0,23,1
White,1,0,0,24,1
White,1,0,0,25,1
White,1,0,0,26,2
White,1,0,0,27,1
White,1,0,0,28,2
White,1,0,0,29,1
White,1,0,0,30,1
White,1,0,0,31,2
White,1,0,0,32,1
White,1,0,0,33,1
White,1,0,0,34,1
White,1,0,0,35,1
White,1,0,0,36,1
White,1,0,0,37,2
White,1,0,0,38,1
White,1,0,0,39,1
White,1,0,0,40,1
White,1,0,0,41,5
White,1,0,0,42,3
White,1,0,0,43,2
White,1,0,0,44,1
White,1,0,0,45,5
White,1,0,0,46,9
White,1,0,0,47,21
White,1,0,0,48,44
White,1,0,0,49,41
White,1,0,0,50,42
White,1,0,0,51,46
White,1,0,0,52,48
White,1,0,0,53,33
White,1,0,0,54,42
White,1,0,0,55,41
White,1,0,0,56,36
White,1,0,0,57,7
White,1,0,0,58,0
White,1,0,0,59,0
White,1,0,0,0,249
White,1,0,0,1,4
White,1,0,0,2,7
White,1,0,0,3,6
White,1,0,0,4,22
White,1,0,0,5,22
White,1,0,0,6,4
White,1,0,0,7,6
White,1,0,0,8,2
White,1,0,0,9,3
White,1,0,0,10,3
White,1,0,0,11,12
White,1,0,0,12,9
White,1,0,0,13,7
White,1,0,0,14,10
White,1,0,0,15,9
White,1,0,0,16,7
White,1,0,0,17,4
White,1,0,0,18,4
White,1,0,0,19,10
White,1,0,0,20,9
White,1,0,0,21,5
White,1,0,0,22,3
White,1,0,0,23,11
White,1,0,0,24,3
White,1,0,0,25,3
White,1,0,0,26,2
White,1,0,0,27,4
White,1,0,0,28,2
White,1,0,0,29,3
White,1,0,0,30,1
White,1,0,0,31,3
White,1,0,0,32,3
White,1,0,0,33,7
White,1,0,0,34,6
White,1,0,0,35,7
White,1,0,0,36,2
White,1,0,0,37,2
White,1,0,0,38,3
White,1,0,0,39,2
White,1,0,0,40,4
White,1,0,0,41,11
White,1,0,0,42,3
White,1,0,0,43,1
White,1,0,0,44,5
White,1,0,0,45,2
White,1,0,0,46,2
White,1,0,0,47,3
White,1,0,0,48,4
White,1,0,0,49,5
White,1,0,0,50,2
White,1,0,0,51,3
White,1,0,0,52,4
White,1,0,0,53,10
White,1,0,0,54,8
White,1,0,0,55,8
White,1,0,0,56,11
White,1,0,0,57,5
White,1,0,0,58,0
White,1,0,0,59,0
White,1,0,0,0,351
White,1,0,0,1,33
White,1,0,0,2,55
White,1,0,0,3,22
White,1,0,0,4,8
White,1,0,0,5,6
White,1,0,0,6,19
White,1,0,0,7,22
White,1,0,0,8,30
White,1,0,0,9,1
White,1,0,0,10,0
White,1,0,0,11,0
White,1,0,0,12,0
White,1,0,0,13,0
White,1,0,0,14,0
White,1,0,0,15,0
White,1,0,0,16,4
White,1,0,0,17,0
White,1,0,0,18,0
White,1,0,0,19,0
White,1,0,0,20,0
White,1,0,0,21,0
White,1,0,0,22,0
White,1,0,0,23,0
White,1,0,0,24,1
White,1,0,0,25,0
White,1,0,0,26,0
White,1,0,0,27,0
White,1,0,0,28,0
White,1,0,0,29,3
White,1,0,0,30,3
White,1,0,0,31,0
White,1,0,0,32,0
White,1,0,0,33,0
White,1,0,0,34,0
White,1,0,0,35,1
White,1,0,0,36,1
White,1,0,0,37,4
White,1,0,0,38,0
White,1,0,0,39,0
White,1,0,0,40,0
White,1,0,0,41,0
White,1,0,0,42,1
White,1,0,0,43,0
White,1,0,0,44,1
White,1,0,0,45,0
White,1,0,0,46,0
White,1,0,0,47,0
White,1,0,0,48,1
White,1,0,0,49,0
White,1,0,0,50,1
White,1,0,0,51,2
White,1,0,0,52,2
White,1,0,0,53,0
White,1,0,0,54,0
White,1,0,0,55,0
White,1,0,0,56,0
White,1,0,0,57,0
White,1,0,0,58,0
White,1,0,0,59,0
White,1,0,0,0,266
White,1,0,0,1,31
White,1,0,0,2,12
White,1,0,0,3,46
White,1,0,0,4,6
White,1,0,0,5,9
White,1,0,0,6,4
White,1,0,0,7,18
White,1,0,0,8,9
White,1,0,0,9,12
White,1,0,0,10,4
White,1,0,0,11,3
White,1,0,0,12,3
White,1,0,0,13,3
White,1,0,0,14,2
White,1,0,0,15,3
White,1,0,0,16,8
White,1,0,0,17,5
White,1,0,0,18,9
White,1,0,0,19,4
White,1,0,0,20,7
White,1,0,0,21,2
White,1,0,0,22,7
White,1,0,0,23,2
White,1,0,0,24,4
White,1,0,0,25,2
White,1,0,0,26,9
White,1,0,0,27,3
White,1,0,0,28,6
White,1,0,0,29,3
White,1,0,0,30,6
White,1,0,0,31,10
White,1,0,0,32,2
White,1,0,0,33,2
White,1,0,0,34,4
White,1,0,0,35,5
White,1,0,0,36,2
White,1,0,0,37,1
White,1,0,0,38,1
White,1,0,0,39,2
White,1,0,0,40,1
White,1,0,0,41,0
White,1,0,0,42,0
White,1,0,0,43,1
White,1,0,0,44,1
White,1,0,0,45,3
White,1,0,0,46,4
White,1,0,0,47,3
White,1,0,0,48,1
White,1,0,0,49,1
White,1,0,0,50,2
White,1,0,0,51,1
White,1,0,0,52,5
White,1,0,0,53,3
White,1,0,0,54,0
White,1,0,0,55,3
White,1,0,0,56,0
White,1,0,0,57,3
White,1,0,0,58,2
White,1,0,0,59,1
White,1,0,0,0,327
White,1,0,0,1,38
White,1,0,0,2,12
White,1,0,0,3,17
White,1,0,0,4,24
White,1,0,0,5,8
White,1,0,0,6,48
White,1,0,0,7,7
White,1,0,0,8,9
White,1,0,0,9,16
White,1,0,0,10,6
White,1,0,0,11,15
White,1,0,0,12,3
White,1,0,0,13,3
White,1,0,0,14,2
White,1,0,0,15,1
White,1,0,0,16,4
White,1,0,0,17,1
White,1,0,0,18,2
White,1,0,0,19,6
White,1,0,0,20,0
White,1,0,0,21,11
White,1,0,0,22,1
White,1,0,0,23,0
White,1,0,0,24,0
White,1,0,0,25,0
White,1,0,0,26,0
White,1,0,0,27,0
White,1,0,0,28,1
White,1,0,0,29,0
White,1,0,0,30,2
White,1,0,0,31,0
White,1,0,0,32,0
White,1,0,0,33,1
White,1,0,0,34,1
White,1,0,0,35,0
White,1,0,0,36,1
White,1,0,0,37,0
White,1,0,0,38,0
White,1,0,0,39,0
White,1,0,0,40,1
White,1,0,0,41,0
White,1,0,0,42,0
White,1,0,0,43,0
White,1,0,0,44,0
White,1,0,0,45,0
White,1,0,0,46,0
White,1,0,0,47,1
White,1,0,0,48,0
White,1,0,0,49,0
White,1,0,0,50,0
White,1,0,0,51,0
White,1,0,0,52,0
White,1,0,0,53,0
White,1,0,0,54,1
White,1,0,0,55,1
White,1,0,0,56,0
White,1,0,0,57,1
White,1,0,0,58,0
White,1,0,0,59,0
White,1,0,0,0,240
White,1,0,0,1,28
White,1,0,0,2,12
White,1,0,0,3,14
White,1,0,0,4,14
White,1,0,0,5,12
White,1,0,0,6,20
White,1,0,0,7,28
White,1,0,0,8,18
White,1,0,0,9,7
White,1,0,0,10,7
White,1,0,0,11,7
White,1,0,0,12,7
White,1,0,0,13,9
White,1,0,0,14,1
White,1,0,0,15,6
White,1,0,0,16,6
White,1,0,0,17,3
White,1,0,0,18,12
White,1,0,0,19,7
White,1,0,0,20,6
White,1,0,0,21,6
White,1,0,0,22,7
White,1,0,0,23,8
White,1,0,0,24,2
White,1,0,0,25,4
White,1,0,0,26,0
White,1,0,0,27,1
White,1,0,0,28,1
White,1,0,0,29,3
White,1,0,0,30,2
White,1,0,0,31,3
White,1,0,0,32,1
White,1,0,0,33,3
White,1,0,0,34,5
White,1,0,0,35,4
White,1,0,0,36,2
White,1,0,0,37,4
White,1,0,0,38,3
White,1,0,0,39,5
White,1,0,0,40,2
White,1,0,0,41,10
White,1,0,0,42,6
White,1,0,0,43,1
White,1,0,0,44,0
White,1,0,0,45,2
White,1,0,0,46,12
White,1,0,0,47,3
White,1,0,0,48,0
White,1,0,0,49,1
White,1,0,0,50,2
White,1,0,0,51,2
White,1,0,0,52,0
White,1,0,0,53,0
White,1,0,0,54,2
White,1,0,0,55,1
White,1,0,0,56,0
White,1,0,0,57,0
White,1,0,0,58,0
White,1,0,0,59,0
White,1,0,0,0,331
White,1,0,0,1,27
White,1,0,0,2,9
White,1,0,0,3,18
White,1,0,0,4,11
White,1,0,0,5,15
White,1,0,0,6,23
White,1,0,0,7,14
White,1,0,0,8,4
White,1,0,0,9,9
White,1,0,0,10,8
White,1,0,0,11,3
White,1,0,0,12,3
White,1,0,0,13,6
White,1,0,0,14,4
White,1,0,0,15,4
White,1,0,0,16,4
White,1,0,0,17,0
White,1,0,0,18,14
White,1,0,0,19,0
White,1,0,0,20,1
White,1,0,0,21,4
White,1,0,0,22,1
White,1,0,0,23,4
White,1,0,0,24,4
White,1,0,0,25,2
White,1,0,0,26,0
White,1,0,0,27,0
White,1,0,0,28,1
White,1,0,0,29,0
White,1,0,0,30,0
White,1,0,0,31,0
White,1,0,0,32,3
White,1,0,0,33,4
White,1,0,0,34,1
White,1,0,0,35,2
White,1,0,0,36,1
White,1,0,0,37,1
White,1,0,0,38,3
White,1,0,0,39,1
White,1,0,0,40,2
White,1,0,0,41,1
White,1,0,0,42,2
White,1,0,0,43,0
White,1,0,0,44,1
White,1,0,0,45,4
White,1,0,0,46,3
White,1,0,0,47,0
White,1,0,0,48,2
White,1,0,0,49,4
White,1,0,0,50,0
White,1,0,0,51,5
White,1,0,0,52,3
White,1,0,0,53,2
White,1,0,0,54,2
White,1,0,0,55,0
White,1,0,0,56,1
White,1,0,0,57,0
White,1,0,0,58,0
White,1,0,0,59,0
White,1,0,1,0,243
White,1,0,1,1,22
White,1,0,1,2,11
White,1,0,1,3,15
White,1,0,1,4,20
White,1,0,1,5,9
White,1,0,1,6,9
White,1,0,1,7,23
White,1,0,1,8,4
White,1,0,1,9,3
White,1,0,1,10,19
White,1,0,1,11,5
White,1,0,1,12,9
White,1,0,1,13,3
White,1,0,1,14,8
White,1,0,1,15,6
White,1,0,1,16,5
White,1,0,1,17,8
White,1,0,1,18,19
White,1,0,1,19,4
White,1,0,1,20,2
White,1,0,1,21,7
White,1,0,1,22,1
White,1,0,1,23,7
White,1,0,1,24,4
White,1,0,1,25,3
White,1,0,1,26,7
White,1,0,1,27,1
White,1,0,1,28,0
White,1,0,1,29,3
White,1,0,1,30,4
White,1,0,1,31,2
White,1,0,1,32,1
White,1,0,1,33,3
White,1,0,1,34,2
White,1,0,1,35,5
White,1,0,1,36,2
White,1,0,1,37,0
White,1,0,1,38,1
White,1,0,1,39,3
White,1,0,1,40,2
White,1,0,1,41,8
White,1,0,1,42,6
White,1,0,1,43,5
White,1,0,1,44,12
White,1,0,1,45,1
White,1,0,1,46,2
White,1,0,1,47,4
White,1,0,1,48,1
White,1,0,1,49,3
White,1,0,1,50,7
White,1,0,1,51,2
White,1,0,1,52,5
White,1,0,1,53,4
White,1,0,1,54,3
White,1,0,1,55,2
White,1,0,1,56,1
White,1,0,1,57,1
White,1,0,1,58,0
White,1,0,1,59,0
White,1,1,1,0,243
White,1,1,1,1,16
White,1,1,1,2,14
White,1,1,1,3,27
White,1,1,1,4,20
White,1,1,1,5,11
White,1,1,1,6,18
White,1,1,1,7,25
White,1,1,1,8,20
White,1,1,1,9,8
White,1,1,1,10,26
White,1,1,1,11,4
White,1,1,1,12,6
White,1,1,1,13,5
White,1,1,1,14,10
White,1,1,1,15,4
White,1,1,1,16,5
White,1,1,1,17,4
White,1,1,1,18,12
White,1,1,1,19,1
White,1,1,1,20,3
White,1,1,1,21,6
White,1,1,1,22,2
White,1,1,1,23,4
White,1,1,1,24,4
White,1,1,1,25,4
White,1,1,1,26,2
White,1,1,1,27,1
White,1,1,1,28,2
White,1,1,1,29,0
White,1,1,1,30,3
White,1,1,1,31,0
White,1,1,1,32,1
White,1,1,1,33,2
White,1,1,1,34,6
White,1,1,1,35,2
White,1,1,1,36,3
White,1,1,1,37,1
White,1,1,1,38,0
White,1,1,1,39,2
White,1,1,1,40,2
White,1,1,1,41,2
White,1,1,1,42,2
White,1,1,1,43,3
White,1,1,1,44,3
White,1,1,1,45,1
White,1,1,1,46,2
White,1,1,1,47,3
White,1,1,1,48,6
White,1,1,1,49,3
White,1,1,1,50,3
White,1,1,1,51,4
White,1,1,1,52,4
White,1,1,1,53,3
White,1,1,1,54,1
White,1,1,1,55,2
White,1,1,1,56,0
White,1,1,1,57,1
White,1,1,1,58,0
White,1,1,1,59,0
White,1,1,2,0,238
White,1,1,2,1,36
White,1,1,2,2,14
White,1,1,2,3,21
White,1,1,2,4,30
White,1,1,2,5,14
White,1,1,2,6,18
White,1,1,2,7,15
White,1,1,2,8,10
White,1,1,2,9,3
White,1,1,2,10,18
White,1,1,2,11,4
White,1,1,2,12,6
White,1,1,2,13,11
White,1,1,2,14,5
White,1,1,2,15,11
White,1,1,2,16,5
White,1,1,2,17,8
White,1,1,2,18,12
White,1,1,2,19,10
White,1,1,2,20,4
White,1,1,2,21,10
White,1,1,2,22,4
White,1,1,2,23,4
White,1,1,2,24,5
White,1,1,2,25,7
White,1,1,2,26,8
White,1,1,2,27,1
White,1,1,2,28,1
White,1,1,2,29,1
White,1,1,2,30,0
White,1,1,2,31,1
White,1,1,2,32,0
White,1,1,2,33,1
White,1,1,2,34,2
White,1,1,2,35,7
White,1,1,2,36,3
White,1,1,2,37,3
White,1,1,2,38,3
White,1,1,2,39,3
White,1,1,2,40,2
White,1,1,2,41,0
White,1,1,2,42,1
White,1,1,2,43,0
White,1,1,2,44,2
White,1,1,2,45,1
White,1,1,2,46,0
White,1,1,2,47,0
White,1,1,2,48,2
White,1,1,2,49,2
White,1,1,2,50,0
White,1,1,2,51,1
White,1,1,2,52,0
White,1,1,2,53,1
White,1,1,2,54,0
White,1,1,2,55,0
White,1,1,2,56,2
White,1,1,2,57,0
White,1,1,2,58,0
White,1,1,2,59,0
White,1,2,4,0,271
White,1,2,4,1,18
White,1,2,4,2,20
White,1,2,4,3,20
White,1,2,4,4,16
White,1,2,4,5,13
White,1,2,4,6,12
White,1,2,4,7,20
White,1,2,4,8,8
White,1,2,4,9,4
White,1,2,4,10,18
White,1,2,4,11,2
White,1,2,4,12,5
White,1,2,4,13,9
White,1,2,4,14,11
White,1,2,4,15,11
White,1,2,4,16,8
White,1,2,4,17,5
White,1,2,4,18,17
White,1,2,4,19,7
White,1,2,4,20,4
White,1,2,4,21,6
White,1,2,4,22,5
White,1,2,4,23,12
White,1,2,4,24,5
White,1,2,4,25,3
White,1,2,4,26,3
White,1,2,4,27,3
White,1,2,4,28,6
White,1,2,4,29,2
White,1,2,4,30,3
White,1,2,4,31,0
White,1,2,4,32,2
White,1,2,4,33,2
White,1,2,4,34,3
White,1,2,4,35,7
White,1,2,4,36,0
White,1,2,4,37,0
White,1,2,4,38,0
White,1,2,4,39,1
White,1,2,4,40,1
White,1,2,4,41,1
White,1,2,4,42,0
White,1,2,4,43,0
White,1,2,4,44,1
White,1,2,4,45,0
White,1,2,4,46,0
White,1,2,4,47,0
White,1,2,4,48,2
White,1,2,4,49,0
White,1,2,4,50,2
White,1,2,4,51,0
White,1,2,4,52,1
White,1,2,4,53,1
White,1,2,4,54,0
White,1,2,4,55,1
White,1,2,4,56,0
White,1,2,4,57,0
White,1,2,4,58,0
White,1,2,4,59,0
White,1,4,6,0,264
White,1,4,6,1,41
White,1,4,6,2,33
White,1,4,6,3,21
White,1,4,6,4,15
White,1,4,6,5,11
White,1,4,6,6,15
White,1,4,6,7,22
White,1,4,6,8,2
White,1,4,6,9,5
White,1,4,6,10,13
White,1,4,6,11,5
White,1,4,6,12,5
White,1,4,6,13,7
White,1,4,6,14,12
White,1,4,6,15,10
White,1,4,6,16,8
White,1,4,6,17,3
White,1,4,6,18,1
White,1,4,6,19,2
White,1,4,6,20,1
White,1,4,6,21,10
White,1,4,6,22,1
White,1,4,6,23,2
White,1,4,6,24,11
White,1,4,6,25,3
White,1,4,6,26,1
White,1,4,6,27,3
White,1,4,6,28,2
White,1,4,6,29,2
White,1,4,6,30,4
White,1,4,6,31,2
White,1,4,6,32,3
White,1,4,6,33,0
White,1,4,6,34,3
White,1,4,6,35,2
White,1,4,6,36,1
White,1,4,6,37,0
White,1,4,6,38,0
White,1,4,6,39,2
White,1,4,6,40,0
White,1,4,6,41,0
White,1,4,6,42,3
White,1,4,6,43,1
White,1,4,6,44,1
White,1,4,6,45,1
White,1,4,6,46,5
White,1,4,6,47,5
White,1,4,6,48,3
White,1,4,6,49,1
White,1,4,6,50,1
White,1,4,6,51,0
White,1,4,6,52,0
White,1,4,6,53,0
White,1,4,6,54,1
White,1,4,6,55,1
White,1,4,6,56,1
White,1,4,6,57,0
White,1,4,6,58,0
White,1,4,6,59,0
White,1,6,8,0,244
White,1,6,8,1,38
White,1,6,8,2,37
White,1,6,8,3,18
White,1,6,8,4,11
White,1,6,8,5,20
White,1,6,8,6,27
White,1,6,8,7,26
White,1,6,8,8,6
White,1,6,8,9,4
White,1,6,8,10,12
White,1,6,8,11,6
White,1,6,8,12,11
White,1,6,8,13,5
White,1,6,8,14,3
White,1,6,8,15,3
White,1,6,8,16,8
White,1,6,8,17,6
White,1,6,8,18,6
White,1,6,8,19,5
White,1,6,8,20,2
White,1,6,8,21,10
White,1,6,8,22,3
White,1,6,8,23,3
White,1,6,8,24,3
White,1,6,8,25,3
White,1,6,8,26,6
White,1,6,8,27,2
White,1,6,8,28,4
White,1,6,8,29,2
White,1,6,8,30,3
White,1,6,8,31,4
White,1,6,8,32,3
White,1,6,8,33,1
White,1,6,8,34,0
White,1,6,8,35,1
White,1,6,8,36,1
White,1,6,8,37,4
White,1,6,8,38,1
White,1,6,8,39,0
